name,code,country,lat,lon,elev,style,rwdir,rwlen,freq,desc
Aylesbury,AYL,,5149.990N,00051.774W,289ft,1,,,,Turn Point, A41/Rail Bridge, Bridge over A41 2.5 NMl NW of town. Easy to find and on chart.
Aylesbury,Aylesbury,,5146.550N,00056.416W,85M,2,,000M,,Aylesbury
Aylesham,ALE,,5113.686N,00112.544E,272ft,1,,,,Turn Point, Difficult to find, Station, E side of village. Difficult to find.
Aysgarth,AYS,,5417.723N,00157.555W,492ft,1,,,,Turn Point, A684/B6160, Y-junction E of village just S of River Ure. 5 NMl W of Leyburn. Easy to find and on chart.
Bache Hill (BL),Bache Hill (BL),,5215.583N,00308.400W,290M,2,,000M,,Bache Hill (BL)
Bache Hill (TO) [SE-S],Bache Hill (TO) [SE-S],,5215.900N,00309.200W,603M,2,,000M,,Bache Hill (TO) [SE-S]
BACHE HILL,BACHE HILL,,5215.933N,00308.633W,527M,2,,000M,,BACHE HILL
Backwater Reservoir,BAC,,5643.018N,00313.312W,984ft,1,,,,Turn Point, Tower in water near Dam Wall, W end dam wall near where road running on dam wall turns S. 5 NMl N of Alyth. Easy to find but not on chart.
Badminton,BAD,,5132.636N,00216.826W,400ft,1,,,,Turn Point, Difficult to find, Church Tower, E side of village 1 NMl SE of grass airfield. Difficult to find.
Baildon,Baildon,,5351.600N,00147.000W,248M,2,,000M,,Baildon
Bakewell,BAK,,5312.879N,00140.376W,394ft,1,,,,Turn Point, Bridge, Bridge over river Wye, NE side of town 10 NMl W of Chesterfield. Easy to find and on chart.
BAKEWELL,BAKEWELL,,5311.450N,00139.833W,172M,2,,000M,,BAKEWELL
Bala,BAL,,5254.780N,00335.622W,548ft,1,,,,Turn Point, A494/River Bridge, Br over River Trywi on NE side of town.  Poor fields. Easy to find and on chart.
BALA,BALA,,5254.516N,00334.850W,163M,2,,000M,,BALA
Balado,BDO,,5612.581N,00327.702W,328ft,1,,,,Turn Point, Difficult to find, Golfball aerial, 1 NMl W of M90 Junction 6 , 5 NMl WNW of Portmoak. Difficult to find.
Balfron,BAF,,5605.024N,00422.149W,46ft,1,,,,Turn Point, Difficult to find, A811/A81, N of 2 T junctions, 1.5 NMl NW of town. CTR is 1.5 NMl to the S. Difficult to find.
Ballachulish Bridge,BAB,,5641.283N,00510.928W,10ft,1,,,,Turn Point, A82 Bridge over A828, S side of of bridge 0.5 NMl S of N Ballachulish village15 NMl NNE of Oban airfield. Easy to find and on chart.
Balladen,Balladen,,5341.383N,00216.900W,313M,2,,000M,,Balladen
Ballard Down,Ballard Down,,5037.850N,00156.566W,87M,2,,000M,,Ballard Down
Ballater,BTR,,5702.821N,00302.183W,656ft,1,,,,Turn Point, River / Road Bridge, River Dee bridge SE of town, road joins town to B976. Easy to find and on chart.
Ballinluig,BLG,,5638.952N,00340.317W,197ft,1,,,,Turn Point, A827/River Bridge, Bridge over river Tummel, SW side of town. Easy to find and on chart.
Balloch,BLH,,5600.486N,00435.443W,49ft,1,,,,Turn Point, Pier Land End, S end of Loch Lomond, 0.5 NMl N of Glasgow CTR. Local knowledge required.
Balmaha,BMA,,5605.020N,00432.922W,49ft,1,,,,Turn Point, Pier Lake End, E side of Loch Lomond, by B 837. Local knowledge required.
Balquidder,Balquidder,,5621.200N,00428.983W,635M,2,,000M,,Balquidder
Bampton Quarry,Bampton Quarry,,5058.383N,00328.716W,197M,2,,000M,,Bampton Quarry
Banbury N,BA2,,5207.262N,00122.687W,360ft,1,,,,Turn Point, Difficult to find, M40 bridge, Minor road to E to Mollington over M40, N of narrowing of central reservation. Difficult to find.
Banbury W,BA1,,5204.417N,00123.665W,529ft,1,,,,Turn Point, A422 T junct, Centre of Wroxton village, A422 and road to N to Horley. Easy to find but not on chart.
Banbury,BAN,,5204.355N,00118.784W,308ft,1,,,,Turn Point, M40 J11/A422, 1.5 NMl NE of town Centre. Easy to find and on chart.
Banchory East,BCE,,5703.201N,00227.337W,165ft,1,,,,Turn Point, Difficult to find, Road T junction, 1 NMl E of town, S of R Dee, 500m E of Maryfield. Under SRA base 3000ft. Difficult to find.
Banchory West,BAW,,5703.495N,00233.385W,262ft,1,,,,Turn Point, Spiral Filter at Water Works, 2 NMl W of Banchory where Burn of Canny joins River Dee.Avoids using BCY which is also a VRP for Aberdeen. CTA overhead at 3000ft. Local knowledge required.
Banchory,BCY,,5702.841N,00230.042W,262ft,1,,,,Turn Point, B974/River Dee Bridge, S of town. Bridge is also used as a VRP for Aberdeen; alternative TP is STR, 3 NMl to the SW. CTA overhead at 3000ft. Easy to find and on chart.
Banff,BFF,,5739.774N,00230.781W,33ft,1,,,,Turn Point, A98/River Br, Bridge over river Deveron on S side of Banff bay. Easy to find but not on chart.
Bangor SE,BGO,,5312.291N,00406.394W,125ft,1,,,,Turn Point, A55/A5, Junction 11 between Bangor and Bethesda. Easy to find and on chart.
Bangor-on-Dee,BAG,,5300.050N,00254.687W,121ft,1,,,,Turn Point, Difficult to find, A525/River Bridge, Br over R. Dee, S edge of Bangor, 4NMl SE of Wrexham. Difficult to find.
Bank Hill,Bank Hill,,5610.333N,00340.616W,165M,2,,000M,,Bank Hill
BANWEN,BANWEN,,5146.366N,00338.950W,250M,2,,000M,,BANWEN
Bardney,BDY,,5312.475N,00020.196W,52ft,1,,,,Turn Point, B1190/river bridge, Bridge over River Witham 0.5 NMl SW of village. Easy to find and on chart.
Barkin Fell,Barkin Fell,,5416.516N,00229.933W,487M,2,,000M,,Barkin Fell
Barnard Castle,BAR,,5432.555N,00155.676W,492ft,1,,,,Turn Point, River/A67 Bridge, SE of town centre. Easy to find but not on chart.
Barnsley S,BLS,,5329.792N,00128.488W,410ft,1,,,,Turn Point, M1 J36, M1/A61/A6195 roundabout 3 NMl S of Barnsley. Easy to find and on chart.
Barnsley W,BLW,,5332.943N,00130.947W,492ft,1,,,,Turn Point, M1 J37, M1/A628 roundabout W side of Barnsley. 3500 base airspace 2 NMl to W. Easy to find and on chart.
Barnstaple,BPL,,5102.180N,00402.371W,269ft,1,,,,Turn Point, A377/Rail Br, 3 NMl SSE of town, 1 NMl SW of 630 ft spot height. Easy to find and on chart.
Barrhill,BAH,,5506.094N,00445.806W,20ft,1,,,,Turn Point, A714/River Br, Over river Duisk, SE side of village 14 NMl NE of Stranraer. Easy to find and on chart.
Barrow / Walney Island,Barrow / Walney Island,,5407.866N,00315.816W,8M,2,,000M,,Barrow / Walney Island
Barrow,BRW,,5407.444N,00315.977W,47ft,4,,,,Turn Point, Difficult to find, R/Ws 35/23, Lakes GC site, also light aircraft traffic. Difficult to find.
Barton Aerodrome,Barton Aerodrome,,5328.216N,00223.266W,21M,2,,000M,,Barton Aerodrome
Barton Fell,Barton Fell,,5436.283N,00248.483W,224M,2,,000M,,Barton Fell
Barton-on-Sea,Barton-on-Sea,,5044.066N,00139.350W,11M,2,,000M,,Barton-on-Sea
Basingstoke N,BSN,,5119.769N,00103.659W,195ft,1,,,,Turn Point, Difficult to find, Bramley rail stn, 3 NMl N of Basingstoke. Difficult to find.
Basingstoke West,BGW,,5115.322N,00111.445W,377ft,1,,,,Turn Point, B3400/Rail bridge, Rail bridge over B3400 NW side of Oakley village.  4 NMl W of centre of Basingstoke, 1 NMl W of rail Y junction. Easy to find and on chart.
Basingstoke,BAS,,5115.482N,00103.893W,351ft,1,,,,Turn Point, M3 Junction 6, SE side of town, where M3 crosses over circular access road. Easy to find and on chart.
Bassenthwaite Lake NE,BTE,,5440.429N,00311.957W,285ft,1,,,,Turn Point, Difficult to find, Crossroads, A591 and minor road between Bassenthwaite village and lake.  At bottom of ridge to the East. Difficult to find.
Bassenthwaite Lake NW,BTH,,5440.094N,00314.692W,265ft,1,,,,Turn Point, A66/B5291, T junction N end of lake between Keswick and Cockermouth.  Caution, rugged terrain to S and E. Easy to find and on chart.
BAT002,BAT002,,5054.766N,00029.583E,65M,2,,000M,,BAT002
Bath Bridge,BBR,,5122.854N,00221.327W,105ft,1,,,,Turn Point, E/W Bridge over R Avon 300m N of station, E side of town.  W of Bath Abbey between A4 toW and inner ring road to E.  VRP for Bristol traffic is nearby. Easy to find but not on chart.
Bath East,BAE,,5123.868N,00219.385W,79ft,1,,,,Turn Point, Difficult to find, Road/Rail Bridge, 400m W of fork (lines divide to Salisbury & Swindon). Difficult to find.
Bath North,BHN,,5127.205N,00222.155W,679ft,1,,,,Turn Point, A46/A420, Roundabout , 3 NMl W of Colerne A/F outside its ATZ. Easy to find and on chart.
Bath Racecourse SW,BAT,,5124.781N,00224.840W,705ft,1,,,,Turn Point, View Point, For ridge soaring.  SW side of racecourse at top of S end of ridge running NE/SW.  Avoid Bristol CTR base 2000ft just W of this point. Local knowledge required.
Battle,BTL,,5054.772N,00029.580E,167ft,1,,,,Turn Point, A2100 Br over Rail, Just S of Station, SE side of town. Easy to find but not on chart.
Beachy Head (BL),Beachy Head (BL),,5044.416N,00015.533E,49M,2,,000M,,Beachy Head (BL)
Beachy Head (TO) [SE],Beachy Head (TO) [SE],,5044.366N,00015.183E,146M,2,,000M,,Beachy Head (TO) [SE]
Beacon Hill,Beacon Hill,,5118.783N,00120.400W,208M,2,,000M,,Beacon Hill
Beadnell Harbour,BDN,,5532.996N,00137.604W,20ft,1,,,,Turn Point, Pier, W end of short pier N side of bay, S side of town. Easy to find but not on chart.
Beaminster,BEA,,5048.453N,00244.278W,223ft,1,,,,Turn Point, Difficult to find, A3066/B3163, E of two T junctions, SE side of town near river. Difficult to find.
Beattock,BET,,5517.739N,00326.658W,328ft,1,,,,Turn Point, A74/Rail, 1 NMl S of village. Easy to find and on chart.
Beauly,BUY,,5728.563N,00427.748W,33ft,1,,,,Turn Point, Rail Br over River, Over River Beauly, S side of village. Easy to find and on chart.
BEDDNGHM,BEDDNGHM,,5050.133N,00004.083E,170M,2,,000M,,BEDDNGHM
Beddugre Hill,Beddugre Hill,,5219.233N,00320.283W,406M,2,,000M,,Beddugre Hill
Bedford Bridge,BED,,5207.785N,00028.645W,98ft,1,,,,Turn Point, Difficult to find, River/Rail Br, W of 2 rail br over River Great Ouse, near W of 2 rbts. Difficult to find.
Bedlands Gate,BGT,,5434.233N,00240.233W,827ft,3,,,,Turn Point, Ultralight Field, Centre of field, Microlight site, 2.5 NMl N of Shap on E side of Little Strickland village, use with caution (microlight activity). Local knowledge required.
Bedlinog,Bedlinog,,5143.383N,00318.166W,468M,2,,000M,,Bedlinog
Beer Head,Beer Head,,5041.133N,00305.733W,9M,2,,000M,,Beer Head
Beesands,Beesands,,5014.850N,00339.733W,100M,2,,000M,,Beesands
Beinn Ghlas (Ben Lawers group),Beinn Ghlas (Ben Lawers group),,5631.950N,00414.366W,947M,2,,000M,,Beinn Ghlas (Ben Lawers group)
Beinn Leanachan (Burger Van),Beinn Leanachan (Burger Van),,5625.483N,00419.400W,580M,2,,000M,,Beinn Leanachan (Burger Van)
Beinn Liath Mhor,Beinn Liath Mhor,,5730.700N,00523.333W,804M,2,,000M,,Beinn Liath Mhor
BELFORD,BELFORD,,5535.450N,00149.733W,59M,2,,000M,,BELFORD
Bell Hill (BL),Bell Hill (BL),,5052.833N,00217.750W,111M,2,,000M,,Bell Hill (BL)
Bell Hill (TO) [NW],Bell Hill (TO) [NW],,5052.583N,00217.383W,207M,2,,000M,,Bell Hill (TO) [NW]
Bellarena,Bellarena,,5508.600N,00657.950W,2M,2,,000M,,Bellarena
Bellingham,BEL,,5508.584N,00215.718W,387ft,1,,,,Turn Point, Difficult to find, A6320/River Bridge, River Tyne bridge SW of village. Difficult to find.
Belstone,Belstone,,5041.883N,00357.850W,371M,2,,000M,,Belstone
Belvoir,BVR,,5253.247N,00046.038W,138ft,1,,,,Turn Point, Bridge over Castle Lake, 1 NMl SE of Belvoir Castle, SW side of Woolsthorpe Village. Easy to find but not on chart.
Bembridge,BEM,,5040.574N,00106.262W,267ft,5,,,,Turn Point, E end of only runway, Near B3395 E side of airfield with ATZ and light aircraft traffic.  Site of Vectis GC. Easy to find but not on chart.
Bembridge,Bembridge,,5040.683N,00106.550W,8M,2,,000M,,Bembridge
Ben Bowie,Ben Bowie,,5600.450N,00440.283W,253M,2,,000M,,Ben Bowie
Ben Dorain,Ben Dorain,,5631.150N,00443.750W,750M,2,,000M,,Ben Dorain
Ben Lawers,Ben Lawers,,5606.100N,00406.750W,470M,2,,000M,,Ben Lawers
Ben Ledi,Ben Ledi,,5615.150N,00418.366W,521M,2,,000M,,Ben Ledi
Ben Nevis,BNV,,5647.802N,00500.209W,4406ft,1,,,,Turn Point, Trig Point, Cairn at top of highest point in the UK, 4406 ft spot height on air map. Caution, rugged terrain to S and E. Easy to find and on chart.
Ben Reid - Glen Clova,Ben Reid - Glen Clova,,5651.766N,00307.066W,786M,2,,000M,,Ben Reid - Glen Clova
Ben Toaig,Ben Toaig,,5633.816N,00449.950W,734M,2,,000M,,Ben Toaig
Bennan Head,Bennan Head,,5526.183N,00511.866W,72M,2,,000M,,Bennan Head
Benone Strand,Benone Strand,,5510.000N,00651.550W,0M,2,,000M,,Benone Strand
bently,bently,,5152.816N,00105.366E,25M,2,,000M,,bently
Bentpath,BEN,,5512.102N,00305.006W,420ft,1,,,,Turn Point, R Esk bridge, Bridge in village 4 NMl NW of Langholm.  D510 to the E. Easy to find and on chart.
Berwick W,BER,,5545.397N,00202.481W,50ft,1,,,,Turn Point, A1/A698, Roundabout just S of A1 Br over R Tweed, W side of Berwick-on-Tweed. Easy to find and on chart.
Beulah,BEU,,5208.928N,00334.686W,486ft,1,,,,Turn Point, Difficult to find, A483/B4358, T junction near village centre, 6 NMl W of Builth Wells. Difficult to find.
Beverley,BEV,,5350.575N,00028.642W,66ft,1,,,,Turn Point, A1079/A1035, Roundabout 1 NMl W of town, 0.5 NMl W of racecourse. Easy to find and on chart.
Bewaldeth,Bewaldeth,,5442.566N,00313.100W,243M,2,,000M,,Bewaldeth
Bewl Water,BEW,,5104.627N,00023.873E,226ft,1,,,,Turn Point, Tower near Dam wall, N side of water towards A21. 3 NMl E of Wadhurst.  Under LTMA. Easy to find and on chart.
Bicester Airfield,BC1,,5154.985N,00107.885W,267ft,2,110,2290ft,,Finish Point, Turn Point, EGDD, Airfield Centre, Centre of grass airfield, radius used as finish area. Easy to find and on chart.
Bicester Control Tower,BIC,,5154.936N,00108.198W,267ft,4,,,,Turn Point, Control Tower, W side of grass airfield site of Windrushers GC, NE side of town. Easy to find and on chart.
Bicester East,BIE,,5152.624N,00105.601W,400ft,1,,,,Turn Point, Rail br over A41, 2 NMl ESE of town on road to Aylesbury. Easy to find and on chart.
Bicester N,BC3,,5156.852N,00106.917W,360ft,1,,,,Turn Point, Difficult to find, A4421 T junction, A4421 and road to Fringford 2NMl N of Bicester airfield, avoid airfield traffic. Difficult to find.
Bicester NE,BC2,,5155.220N,00104.535W,380ft,1,,,,Turn Point, Mast, S side of Poundon Hill radio station 2NMl E of Bicester airfield, avoid airfield traffic. Local knowledge required.
Bicester North West,BNW,,5156.907N,00112.316W,413ft,1,,,,Turn Point, M40 J 10/ B 430, M40 bridge between 2 roundabouts, NE side of Ardley village.  3 NMl NNW of Bicester town. Easy to find and on chart.
